TIPO,DESCRIPCION,RAZON,GIRO,ENTIDAD,INCUMPLIMIENTO,RESULTADO
TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA A�EJO 100% DE AGAVE  CENTENARIO  CONT  NET  695 ML  38% ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD""",SAN PANCHO - HUGO SANDOVAL RUVALCABA,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CERVEZA,BOTELLA DE VIDRIO  CONTENIDO CERVEZA OSCURA  MARCA INDIO. CONT. NET. 320 ML  4.1 % ALC. VOL. HECHO EN MEXICO POR CERVECERIA CUAUTHEMOC MOCTEZUMA  S.A. DE  C.V. CON LA LEYENDA PRECAUTORIA DE CONSUMO,SAN PANCHO - HUGO SANDOVAL RUVALCABA,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA REPOSADO 100% DE AGAVE AZUL  JOSE CUERVO TRADICIONAL CONT. 695ML  38% ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD""",MANDALA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CERVEZA,ENVASE EN ALUMINIO 100%  CONTENIDO CERVEZA CLARA LIGHT  MARCA TECATE  CONT. NET. 355ML  3.9% ALC. VOL. HECHO EN MEXICO CON LEYENDA PRECAUTORIA,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,"EN ENVASE DE VIDRIO TEQUILA DE LA MARCA EL JIMADOR 100% AGAVE CON CONTENIDO NETO DE 700ML HECHO EN MEXICO DE 38% ALC. VOL. PRODUCIDO EN CASA HERRADURA. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA S",MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,EN ENVASE DE VIDRIO BRANDY DE LA MARCA AZTECA DE ORO RESERVADA CONT. NET. 700ML 100% UVA CON 38% ALC. VOL. HECHO EN MEXICO Y OSTENTA LA LEYENDA EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,"EN ENVASE DE VIDRIO TEQUILA DE LA MARCA JOSE CUERVO TRADICIONAL REPOSADO 100% DE AGAVE AZUL DE ORIGEN CON CONTENIDO NETO DE 695ML CON 38% ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO P",CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,EN ENVASE DE VIDRIO BRANDY DE LA MARCA GRAN RESERVA TORRES 10  100% DE UVA DE CONTENIDO NETO 700ML CON 38% ALC. VOL. DE ORIGEN ESPA�A. OSTENTA LA LEYENDA EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,"ENVASE DE VIDRIO TEQUILA REPOSADO DE LA MARCA ANTIGUO DE HERRADURA  100% DE AGAVE CON CONTENIDO NETO DE 700ML CON 38% Y ALC. VOL.  PRODUCIDO EN CASA HERRADURA Y OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO",SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,"EN ENVASE DE VIDRIO DE BRANDY DE LA MARCA AZTECA DE ORO SOLERA RESERVADO 100% UVA  CON CONTENIDO NETO 700ML  CON 38% ALC. VOL. HECHO EN MEXICO POR INDUSTRIASL VINICOLAS PEDRO DOMEQ  S.A. DE C.V. Y OSTENTA LA LEYENDA ""EL ABUSO EN EL",SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA A�EKO 100% DE AGAVE HECHO EN MEXICO CONT. NET. DE 750ML 35% ALC. VOL. POR CASA HERRADURA CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD""",LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CERVEZA,BOTELLA DE VIDRIO CONTENIDO CERVEZA OSCURA MARCA NEGRA MODELO CONT. NET. 355ML 5.3# ALC. VOL. HECHO EN MEXICO POR CERVECERIA MODELO S. DE R.L. DE C.V. CON LA LEYENDA EN EL ABUSO DEL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA ASALUD,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,DISCOTEQUE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,ENVASE DE VIDRIO CON BRANDY 100% UVA DE 700 ML,MICHELADAS GALERIAS - ENRIQUE EDUARDO ROJERO GONZALEZ,BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CERVEZA,"ENVASE DE ALUMINIO CONTENIDO CERVEZA TIPO VIENS MARCA VICTORIA CONTENIDO NETO 435 ML 4.0% ALC. VOL. HECHO EN MEXICO POR CERVECERIA MODELO S. DE R.L. DE C.V. CON LA LEYENDA ""EL ABUSO DEL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SA",CSP DE AGUASCALIENTES S.A. DE C.V.,RESTAURANTE,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CERVEZA,"EN ENVASE DE VIDRIO CONTENIDO CERVEZA CORONA EXTRA CLARA CONTENIDO NETO 355ML 4.5% ALC. VOL. HECHO EN MEXICO POR CERVECERIA MODELO  S.A. DE C.V. CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD""",FAVELA - JULIO TORRE LOMELI,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,BOTELLA DE BRANDY DE 700 ML,LA CANTINA DE ANTA�O - JOSE LUIS MAGA�A GONZALEZ,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CERVEZA,"EN ENVASE DE VIDRIO CON CERVEZA DE LA MARCA CORONA EXTRA CON UN CONTENIDO NETO DE 355 ML HECHO EN MEXICO CON 4.5% ALC. VOL. ELABORADO POR CERVECERIA MODELO  S.A. DE C.V. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO E",KARNES EN SU JUGO - ALDE ROSA MARTINEZ PEREZ,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,"BOTELLA DE VIDRIO CONTENIDO BRANDY 100% DE UVA CONT. NET. 700ML 38% ALC. VOL. HECHO EN ESPA�A MARCA TORRES 5 CON LEYENDA ""EL ABUSO DEL CONSUMO ES NOCIVO PARA LA SALUD""",MERENDERO SAN PANCHO - EXQUISIMAR S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA REPOSADO 100% AGAVE MARCA HERRADURA CONT. NET. 700 ML  40% ALC. VOL. HECHO EN MEXICO POR CASA HERRADURA. LEYENDA PRECAUTORIA ""EL ABUSO EN EL CONSUMO DE ESTE PRODCUTO ES NOCIVO PARA LA SALUD""",BURANA,BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,BOTELLA DE VIDRIO  BRANDY  CONTENIDO 700ML,LOS RIELES,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,BOTELLA DE BRANDY DE TORRES 15 700 ML,GRUPO PERA DEL CENTRO S.A. DE C.V.,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
WHISKY,"BOTELLA DE VIDRIO CONTENIDO WHISKY ESCOCES A�EJADOS MARCA GRAN OLD PARR ORIGEN ESCOCIA CONT. NET. 750ML  40% ALC. VOL. CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD""",SONORA'S MEAT BOUTIQUE DE CORTES FINOS,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BRANDY,"EN ENVASE DE VIDRIO DE BRANDY DE LA MARCA TORRES 10 GRAN RESERVA CON UN CONT. NET. DE 700ML  100% DE UVA  CON 38% ALC. VOL. OSTENTA LALEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD""",LA MEXICO - CESAR ROBERTO LUEVANO ZARATE,RESTAURANT-BAR,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGUETES,ESTUCHE DE CARTON CONTENIDO 80 PIEZAS TRENZADORA ESTUCHE  DONAS GANCHITO SELECCIONADOR ACCESORIOS PARA PEINAR. NO RECOMENDADO PARA NI�OS MENORES DE 36 MESES POR CONTENER PIEZAS PEQUE�AS. MANTENER ALEJADO A LOS NI�OS PEQUE�OS Y ANIM,DISTRIBUIDORA JUGUETRON  S.A. DE C.V.,JUGUETERIA,AGUASCALIENTES,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HERRAMIENTAS,NO EXHIBE PRECIOS A LA VISTA  CUENTA CON INFORMACION COMERCIAL CON DEBIDA,FERRETERIA LA GLORIA S. DE R. L. DE C.V.,FERRETERIA,BAJA CALIFORNIA,Carece de la informacion comercial obligatoria,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
HERRAMIENTAS,cuenta con informacion comercial del producto,FERRETERIA HIPODROMO S DE RL DE CV,FERRETERIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ENLATADOS,el producto verificado cuenta con fecha de caducidad vencida,DISTRIBUIDORA EL FLORIDO  S.A DE C.V.,CARNICERIA,BAJA CALIFORNIA,Producto Caducado,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
DULCES Y GOLOSINAS,OSTENTA SU INFORMACION COMERCIAL EN IDIOMA DISTINTO AL ESPA�OL  NO CUENTA CON  FECHA DE CADUCIDAD,SUPER DAX LOS ENCINOS,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,Carece de fecha de caducidad,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
MEDICAMENTOS,exhiben precio maximo al publico,FARMACIAS ROMA,FARMACIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS  DE LIMPIEZA,cuentan con informacion comercial requerida por la norma,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,REFACCIONARIA AUTOMOTRIZ,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HERRAMIENTAS,CUENTAN CON INFORMACION COMERCIAL LOS PRODUCTOS VERIFICADOS,FIX FERRETERIAS,FERRETERIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,CUENTA CON INFORMACION COMERCIAL DEL PRESENTE PRODUCTO,DULCERIA YANET S. DE R.L. DE C.V.,DULCES Y CHOCOLATES,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUENTA CON INFORMACION COMERCIAL Y EXHIBEN PRECIOS CON FECHAS DE CADUCIDAD VIGENTES,MERCADO EL AGUAJE,ABARROTES,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS ESCOLARES,CUENTA CON INFORMACION COMERCIAL DEL PRODUCTO,PAPELERIA Y MISCELANEA MARA,PAPELERIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
MEDICAMENTOS,NO OSTENTA LA LEYENDA PRECIO MAXIMO AL PUBLICO,FARMACIAS DEL AHORRO,FARMACIA,BAJA CALIFORNIA,Carece del precio maximo al publico en caracteres legibles e indelebles.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
WHISKY,los productos verificados cuentan con informacion comercial y sanitaria,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAR,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,EL PRODUCTO VERIFICADO CUENTA CON INFORMACION COMERCIAL,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAR,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS PARA BEBE,CUENTA CON INFORMACION COMERCIAL APEGANDOSE AL METODO SIMPLIFICADO DE LA EVALUACION DE LA CONFORMIDAD PARA FRANJA FRONTERIZA,WALDO�S DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,CUENTA CON INFORMACION COMERCIAL SE ADHIERE AL PROCEDIMIENTO SIMPLIFICADO PARA LA EVALUACION DE LA CONFORMIDAD PARA LA FRNJA FRONTERIZA,WALDO�S DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BODEGA FISCAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,cuenta con informacion comercial,DULCERIA EL MOLINO,DULCERIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,cuenta con informacion comercial en los productos verificados,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,CUENTA CON INFORMACION COMERCIAL,MOTEL VIA,MOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA PRESENTE NORMA,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
WHISKY ESCOCES,CUENTA CON INFORMACION COMERCIAL Y SANITARIA REQUERIDA POR LA PRESENTE NORMA,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LICOR,PRODUCTOS QUE CUENTAN CON LA INFORMACION COMERCIAL Y SANITARIA,MOTEL VILLA DORADA,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,CUENTA CON INFORMACION COMERCIAL Y SANITARIA,MOTEL VILLA DORADA,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
RON,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,MOTEL ENSUE�O,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
TEQUILA,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,MOTEL ENSUE�O,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
WHISKY ESCOCES,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,MOTEL BALANDRA,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
WHISKY ESCOCES,CUENTA CON INFORMACION COMERCIAL DE LA NORMA REFERIDA,MOTEL SCALA,HOTEL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SUPLEMENTO ALIMENTICIO,PRODUCTOS QUE EXHIBEN EN SU ETIQUETADO COMERCIAL Y SANITARIA,FARMACIA GUSHER S.A. DE C.V.,FARMACIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SUPLEMENTO ALIMENTICIO,CUENTA CON INFORMACION COMERCIAL Y SANITARIA REQUERIDA POR LA NORMA,FARMACIA GUSHER  S.A. DE C.V.,FARMACIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VODKA,CUMPLE CON LA NORMA DE ETIQUETADO COMERCIAL Y SANITARIO,REYES SALON CANTINA TJ,BAR,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,PRODUCTOS CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,OSTAENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUMPLE CON LA NORMA,PESCADERIA LAS PLAYAS,PESCADOS Y MARISCOS,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,ABARROTES Y CARNICERIA JORGE,CARNICERIA,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,cuenta con informacion comercial,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,cumple con la norma referida,MERCADO Y CARNICERIA EL MAIKY,ABARROTES,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUENTA CON INFORMACION COMERCIAL REQUERIDA PRO LA PREASENETE NORMA,MERCADO EMILIA # 1,MERCADO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,CUNETA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,MERCADO EMILIA # 1,MERCADO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,MERCADO DIAZ,MERCADO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,MERCADO DIAZ,MERCADO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,productos que cuentan con fecha de caducidad vencida,MERCADO BENYS Y/O RODRIGUEZ VALENCIA BENITO,MERCADO,BAJA CALIFORNIA,Producto Caducado,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
CERVEZA,no cuenta con lista de ingredientes en el menu a lo cual tiene un costo mismo que no cuwenta con dicha lista,SUSHI FACTORY S.A. DE C.V.,RESTAURANTE,BAJA CALIFORNIA,Carece de la lista de ingredientes,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
ATUN,CUENTA CON INFORMACION COMERCIAL,MERCADO MINERVA II,MERCADO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,PRODUCTO CON INFORMACION COMERCIAL,BODEGA AURRERA QUINTAS DEL REFUGIO,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LENCERIA,OSTENTA INFORMACION COMERCIAL EN IDIOMA DISTINTO AL ESPA�OL EN SUS INSTRUCCIONES DE CUIDADO Y NO CONTENER DATOS DEL IMPORTADOR EN CUANTO A NOMBRE RAZON SOCIAL Y  DOMICILIO,SEXY ROSA BOUTIQUE,BOUTIQUE,BAJA CALIFORNIA,Carece de nombre y domicilio fiscal del fabricante o importador,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRESERVATIVOS,LOS PRODUCTOS NO INDICAN LOS DATOS DEL FABRICANTE O IMPORTADOR YA QUE LA INFORMACION SE OSTENTA EN IDIOMA DISTINTO AL ESPA�OL,SEXY ROSA BOUTIQUE,BOUTIQUE,BAJA CALIFORNIA,Carece del nombre o denominacion generica del producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRODUCTOS ALIMENTICIOS,cuenta con informacion comercial requerida por la norma,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,cuenta con informacion comercial requerida por la norma,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,cuenta con datos de la informacion comercial en idioma distinto al espa�ol,EMPRESAS MARIA LUISA S. DE R.L. DE C.V.,ABARROTES,BAJA CALIFORNIA,Carece de toda informacion comercial  en el producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRODUCTOS ALIMENTICIOS,cuenta con informacion comercial,TIENDAS SORIANA  S.A. DE C.V. ( SUCURSAL FLORIDO),TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,los productos verificados exhiben en su etiqueta los datos de l importador asi como su informacion comercial apegandose a la evaluacion de la conformidad para franjas fronterizas,CALIMAX SANCHEZ TABOADA,MINI SUPER,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,cuenta con informacion comercial requerida por la norma,CALIMAX SANCHEZ TABOADA,MINI SUPER,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ostenta con informacion comercial,CASA LEY  S.A DE C.V.,MINI SUPER,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,cuenta con informacion comercial,CASA LEY  S.A DE C.V.,MINI SUPER,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PAN,los productos de las marcas great value  aunt hatties  natures own,BODEGA AURRERA UNIDAD  DELICIAS,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,BAJA CALIFORNIA,Carece de toda informacion comercial  en el producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRODUCTOS ALIMENTICIOS,productos de las marcas first street ragu y or ville cuentan con informacion comercial en idioma distinto al espa�ol,SMART & FINAL SUCURSAL 521,MERCADO,BAJA CALIFORNIA,Ostenta el Pais de Origen en Idioma Distinto al Espa�ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRODUCTOS ALIMENTICIOS,PRODUCTOS QUE OSTENTAN SU INFORMACION COMERCIAL EN IDIOMA DISTINTO AL ESPA�OL Y NO EXHIBEN PRECIOS A LA VISTA,BODEGA AURRERA UNIDAD EL  AGUILA,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,No indica veracidad de la informaci�n comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRODUCTOS ALIMENTICIOS,TRU MOO  SNO FINE   CUMPLE CON LA NOM,CALIMAX CETYS,MINI SUPER,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,DOLORES AGUA /ACEITE CUMPLE CON LA NOM,CALIMAX CETYS,MINI SUPER,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,RAGU  SMUCKERS  DUNCAN  OLD ORCHARD  OROWEAT DICHAS MARCAS CUENTAN CON INFORMACION REQUERIDA POR LA NORMA.,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,CUMPLE CON LA MORMA.,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,CUMPLE CON LA NORMA .,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DEPARTAMENTAL,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,INFORMACION COMERCIAL EN IDIOMA DISTINTO AL ESPA�OL,CASA LEY S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,Ostenta la informaci�n comercial en idioma distinto al Espa�ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRODUCTOS ALIMENTICIOS,LOS PRODUCTOS CUENTAN CON SU INFORMACION COMERCIAL EN IDIOMA DISTINTO AL ESPA�OL NO CONTANDO CON MODULO DE INFORMACION,CALIMAX SAN QUINTIN,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,La informaci�n  nutrimental  se encuentra en otro idioma distinto al espa�ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
VINO,L.A CETTO  VINO TINTO   CUMPLE CON LA NORMA.,RESTAURANT MISION SANTA ISABEL,RESTAURANTE,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUENTA CON INFORMACION COMERCIAL REQUERIDA POR LA NORMA,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,BAJA CALIFORNIA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
