TIPO,DESCRIPCION,RAZON,GIRO,ENTIDAD,INCUMPLIMIENTO,RESULTADO
REFRIGERADORES,3 REFRIGERADORES CARECE DE ESPECIFICACIONES DE EFICIENCIA ENERGETICA  SE INMOVILIZAN,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,ABARROTES,CHIHUAHUA,Carece de la evaluacion conforme a la eficiencia energetica.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
REFRIGERADORES,11 REFRIGERADORES,SAM'S CLUB Y/O NUEVA WAL MART DE MEXICO   S. DE  R.L. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRONICOS,5 TELEVISIONES DE PANTALLA PLANA,OFFICE DEPOT DE MEX.  S.A. DE C.V.,PAPELERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LAVADORAS,8 LAVADORAS SE INMOVILIZAN POR CARECER DE ESPECIFICACIONES DE EFICIENCIA ENERGETICA,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LAVADORAS,5 PZAS. LAVADORAS,MUEBLERIA EL PASITO,MUEBLERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LAVADORAS,4 PZAS. LAVADORAS SE INMOVILIZAN POR CAARECER DE ESPECIFICACIONES DE EFICIENCIA ENERGETICA,ELEKTRA DEL MILENIO  S.A. DE C.V.,MUEBLERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,50 PARES DE CALZADO,COOL SHOES,ZAPATERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,66 PZAS. PRENDAS DE VESTIR VARIAS,VARON BY RTQ,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,76 PZAS. PRENDAS DE VESTIR,ROMANOS,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS PARA JARDINERIA,283 PZAS. ARTICULOS VARIOS PARA JARDINERIA,COSTCO DE M�XICO  S.A. DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DE LIMPIEZA PERSONAL,82 PZAS. ARTICULOS DE HIGIENE PERSONAL,FARMACIAS BENAVIDES,FARMACIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LAVADORAS,5 LAVADORAS CUENTAN CON ESPECIFICACIONES DE EFICIENCIA ENERGETICA,MUEBLERIA PORTILLO  S.A. DE C.V.,MUEBLERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DE PIEL,94 PZAS. ARTICULOS DE PIEL  CALZADO  CINTOS  CARTERAS,ELEGANZA,BOUTIQUE,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DE FERRETERIA,43 ARTICULOS DE FERRETERIA,FERRETERIA MARY,FERRETERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DE FERRETERIA,81 PZAS. ARTICULSO DE FERRETERIA,FERRETERIA MADOR,FERRETERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS PARA BA�OS,231 PZAS. DE ACCESORIOS PARA BA�O,FERRESERVICIOS,FERRETERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HERRAMIENTAS,98 PZAS. ARTICULOS DE FERRETERIA VARIOS,FERRETERIA LA PALMA,FERRETERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRICOS,4 REGULADORES ELECTRICOS,PRO STAR,PRODUCTOS ELECTRONICOS,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
RON,271 BOTELLAS DE RON  CERVEZAS,OPERADORA LA SIERRA  S.A. DE C.V.,ABARROTES,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,380 PZAS. PRENDAS DE VESTIR PARA CABALLERO  CAMISAS  PANTALONES  CALCETINES,YENNER,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,254 PZAS. PRENDAS DE VESTIR PARA CABALLERO,MEN S FACTORY,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,201 PRENDAS DE VESTIR PARA CABALLERO,COMERCIALIZADORA ALMACENES GARCIA DE MEXICO  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,139 PARES DE CALZADO PARA CABALLERO,ZAPATERIA ROMA,ZAPATERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HERRAMIENTAS,673 PZAS. JUEGOS DE HERRAMIENTAS,LOWE'S,FERRETERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,85 PRENDAS DE VESTIR,BOSS,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA CABALLERO,133 PRENDAS DEPORTIVAS PARA CABALLERO,EURO SPORT,ROPA DEPORTIVA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
HERRAMIENTAS,131 HERRAMINETAS,HOME DEPOT MEXICO S.DE R.L. DE C.V.,PAPELERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRICOS,65 pzas. aparatos electricos para el hogar,DISTRIBUIDORA LIVERPOOL   S. A   DE  C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,160 PRENDAS DE VESTRI PARA CABALLERO,TIENDAS DG Y/O DG AMERICAS S DE RL DE CV,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DEPORTIVOS,38 PZAS. ROPA DEPORTIVA DE LAS CUALES 23 PZAS. CARECEN DE DATOS DEL FABRICANTE E IMPORTADOR POR LO QUE SE INMOVILIZAN,INNOVA SPORT,PRENDAS DE VESTIR,CHIHUAHUA,Carece de nombre y domicilio fiscal del fabricante o importador,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
PRENDAS DE VESTIR,27 PZAS. PRENDAS DE VESTIR PARA CABALLERO,TIENDAS CUADRA SA DE CV,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,95 PRENDAS DE VESTIR PARA  CABALLERO,OPERADORA LIVERPOOL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,56 PRENDAS DE VESTIR PARA CABALLERO,D' TALAMANTES,ROPA PARA CABALLERO,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,27 PRENDAS DE VESTIR APRA CABALLERO,EURO SPORT ROPA Y CALZADO,ZAPATERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,137 PRENDAS DE VESTIR PARA CABALLERO,SPORTS FAN STORE,ROPA DEPORTIVA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRENDAS DE VESTIR,470 PRENDAS DE VESTIR PARA CABALLERO,EL CHAPARRAL,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA CABALLERO,550 PZAS. ROPA PARA CABALLERO,EL CAPORAL,PRENDAS DE VESTIR,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA CABALLERO,47 PRENDAS DE VESTRI PARA CABALLERO,B HERMANOS ZAPATERIA,ZAPATERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,5 PZAS. DE JOYERIA,JOYERIA EL CENTENARIO,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,8 PZAS. DE JOYERIA,JOYERIA GEMA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,178 DIJES DE ORO SE INMOVILIZAN POR CARECER EL QUINTAJE,CENTRO JOYERO DE CHIHUAHUA  S.A. DE C.V.,JOYERIA,CHIHUAHUA,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;",VISITA CON INFRACCION PRODUCTO INMOVILIZADO
JOYERIA,6 PZAS. DE JOYERIA FINA,JOYERIA LA NACIONAL,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,10 PZAS. DE JOYERIA,JOYERIA LA POPULAR,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,5 PIEZAS DE JOYERIA,JOYERIA LA PRINCIPAL,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,4 PZAS. DE JOYERIA DE ORO,JOYERIA VICTORIA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,3 PZAS. DE JOYERIA DE PLATA,GOMEZ JOYAS,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,10 PZAS. DE JOYERIA,JOYERIA ROWE,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,10 PZAS. DE JOYERIA DE ORO,JOYERIA BAGUETTE,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,17 PZAS. DE JOYERIA DE PLATA,PLATA PURA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,26 PZAS. DE JOYERIA,ESMERALDA CASA DE JOYAS  S.A. D.E C.V.,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,36 PZAS. DE JOYERIA,CENTRO JOYERO DE CHIHUAHUA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,5 PZAS. JOYERIA DE PLATA,TOUS,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,6 PZAS. DE JOYERIA ARGOLLAS,JOYERIA MARIO RAMOS,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,10 PZAS. DE JOYERIA,JOYERIA EL MARFIL,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,10 PZAS. DE JOYERIA,COSTCO DE M�XICO  S.A. DE C.V.,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,10 PZAS. DE JOYERIA,SAM'S CLUB Y/O NUEVA WAL MART DE MEXICO   S. DE  R.L. DE C.V.,TIENDA DEPARTAMENTAL,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,43 PZAS. DE JOYERIA,JOYER�A,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,139 PZAS. DE JOYERIA DE PLATA,JOYER�A,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,16 PZAS. DE JOYERIA,JOYER�A,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,3 PZAS. DE JOYERIA,JOYERIA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,3 PZAS. JOYERIA DE PLATA,JOYERIA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,3 PZAS. DE JOYERIA DE PLATA,JOYERIA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,6 PZAS. DE JOYERIA,JOYERIA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,12 PZAS. DE JOYERIA,JOYERIA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JOYERIA,47 PIEZAS DE JOYERIA DE PLATA,JOYERIA,JOYERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDA ALCOHOLICA PREPARADA,297 PZAS. BEBIDA ALCOHOLICA PREPARADA,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,ABARROTES,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS PARA REGALO,357  ARTICULOS PARA REGALO  ARTICULOS DE IMPORTACION,THE FAMILY  PESOS,TIENDA DEPARTAMENTAL,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,3 ADEREZO  GALLETAS  JUGO,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRICOS,4 APARATOS ELECTRICOS,GRUPO ELEKTRAFIN SA DE CV,MUEBLERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRICOS,3 APARATOS ELECTRICOS  TABLAS  PANTALLAS  ENFRIADOR PORTATIL,FAMSA MEXICO  S.A. DE C.V.,MUEBLERIA,CHIHUAHUA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,QUESO ASADERO YAQUI DE 180 G SI CUMPLE CON LA NOM-051-SCFI/SSA1-2010,SANTAFE ESPERANZA,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PURE DE TOMATE,PURE DE TOMATE DEL FUERTE DE 210 G SI CUMPLE CON LA NOM-051-SCFI/SSA1-2010,SANTAFE ESPERANZA,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,MEDIA CREMA LALA DE 250 ML SI CUMPLE CON LA NOM-051-SCFI/SSA1-2010,SANTAFE ESPERANZA,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,YOGURT LALA DE 250G SI CUMPLE CON LA NOM-051-SCFI/SSA1-2010,SANTAFE ESPERANZA,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
GALLETAS,GALLETA MINI MAMUT DE 384 GR SI CUMPLE CON LA NOM,DULCERIA BOUTIQUE DEL CARAMELO,DULCES Y CHOCOLATES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,GOMITA PICA FRESA PAQUETE DE 100 PIEZAS SI CUMPLE CON LA NOM,DULCERIA BOUTIQUE DEL CARAMELO,DULCES Y CHOCOLATES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,CAJA DE DUVALIN CON 4 SOBRES SI CUMPLE CON LA NOM,DULCERIA BOUTIQUE DEL CARAMELO,DULCES Y CHOCOLATES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,PAQUETE DE DULCES CON 470 G SI CUMPLE CON LA NOM,DULCERIA BOUTIQUE DEL CARAMELO,DULCES Y CHOCOLATES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,CARAMELO TOMY PAQUETE DE 470G SI CUMPLE CON LA NOM,DULCERIA BOUTIQUE DEL CARAMELO,DULCES Y CHOCOLATES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
MAYONESA,MAYONESA BEST FOODS REAL DE 473 ML SI CUMPLE CON LA NOM,ABARROTES GUTIERREZ,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,TOSTADA PLANA TRES ARBOLITOS CON 20 PIEZAS SI CUMPLE CON LA NOM,ABARROTES GUTIERREZ,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SALSA,SALSA HUICHOL DE 190 ML SI CUMPLE CON LA NOM,ABARROTES GUTIERREZ,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,NECTAR DE DURAZNO JUMEX DE 200ML SI CUMPLE CON LA NOM,ABARROTES GUTIERREZ,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ENLATADOS,CARNE ENDIABLADA LA INDIA DE 200G SI CUMPLE CON LA NOM,ABARROTES GUTIERREZ,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
FRITURAS Y BOTANAS,CHICHARRON DE CERDO MARCA EL DESIERTO LOS PRODUCTOS NO CUMPLE CON LA NOM YA QUE CARECE DE CADUCIDAD NUMERO DE LOTE E INFORMACION NUTRIMENTAL,"ABARROTES ""MICKY""",ABARROTES,SONORA,Carece de fecha de caducidad,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
BEBIDAS,BEBIDA DE TOMATE Y ALMEJA KERMATO DE 950 ML SI CUMPLE CON LA NOM, SUPER LEY EXPRESS PUEBLO YAQUI,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SALSA,SALSA HUICHOL DE 190ML SI CUMPLE CON LA NOM, SUPER LEY EXPRESS PUEBLO YAQUI,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDA DE JUGO,NECTAR DE DURAZNO MARCA VIGOR DE 335 ML SI CUMPLE CON LA NOM, SUPER LEY EXPRESS PUEBLO YAQUI,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CAFE,CAFE NESCAFE DOLCA DE 200GR SI CUMPLE CON LA NOM, SUPER LEY EXPRESS PUEBLO YAQUI,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,BEBIDA DE ZANAHORIA Y FRUTAS SPLASH V8  DE 413ML SI CUMPLE CON LANOM, SUPER LEY EXPRESS PUEBLO YAQUI,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,ATUN MAZATUN ALETA AMARILLA DE 140 G SI CUMPLE CON LA NOM,ABARROTERA DEL DUERO S.A DE C.V.,ABARROTERA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,ATUN ALETA AMARILLA EN ACEITE DE 130G SI CUMPLE CN LA NOM,ABARROTERA DEL DUERO S.A DE C.V.,ABARROTERA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,ATUN ALETA AMARILLA DOLORES EN ACEITE DE 140G SI CUMPLE CON LA NOM,ABARROTERA DEL DUERO S.A DE C.V.,ABARROTERA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SARDINAS,SARDINAS EN SALSA DE TOMATE GUAYMEX DE 155G SI CUMPLE CON LA NOM," ABARROTES  SUPER "" VELZA""",ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ATUN,ATUN EN AGUA MAZATUN DE 140G SI CUMPLE CON LA NOM," ABARROTES  SUPER "" VELZA""",ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACEITE COMESTIBLE,ACEITE VEGETAL COMESTIBLE CRISTAL DE 500ML SI CUMPLE CON LA NOM," ABARROTES  SUPER "" VELZA""",ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
FRIJOLES,FRIJOLES REFRITOS EN LATA CHATA DE 400G SI CUMPLE CON LA NOM," ABARROTES  SUPER "" VELZA""",ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SARDINAS,SARDINA EN SALSA DE TOMATE GUAYMEX DE 425G SI CUMPLE CON LA NOM, ABARROTERA UNION,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACEITE COMESTIBLE,MANTECA VEGETAL PRIMOR DE 500G SI CUMPLE CON LA NOM, ABARROTERA UNION,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ENLATADOS,ACEITUNAS BUFALO EN LATA DE 240G SI CUMPLE CON LA NOM, ABARROTERA UNION,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGOS,JUGO JUMEX VARIOS SABORES DE 250ML SI CUMPLE CON LA NOM, ABARROTERA UNION,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS  DE LIMPIEZA,SERVILLETAS MARCA IRIS DE 125 PIEZAS SI CUMPLE CON LA NOM,CALIMAX COCORIT,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ART. DESECHABLES PARA FIESTA,VASOS DESECHABLES CON 20 PIEZAS SI CUMPLE CON LA NOM,CALIMAX COCORIT,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DESECHABLES,BOLSA PARA SANDWICH DOMESTIX  PAQUETE CON 150 BOLSAS SI CUMPLE CON LA NOM,CALIMAX COCORIT,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VELADORAS  Y CERAS,VELADORA MARCA CARISMA 1 PIEZA SI CUMPLE CON LA NOM,CALIMAX COCORIT,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
VELADORAS  Y CERAS,VELAS LUZ ETERNA PAQUETE CON 16 PIEZAS SI CUMPLE CON LA NOM,CALIMAX COCORIT,TIENDA DE AUTOSERVICIO,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SALSA,LA SALSA DE SOYA PEKIN SI CUMPLE CON LA NOM Y LA LFPC,   YORICA DEPORTIVA,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,LOS SOBRES DE ZUKO SI CUMPLEN CON LA NOM Y LA LFPC,   YORICA DEPORTIVA,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
JUGOS,SI CUMPLE CON LA NOM Y LA LFPC,INSTITUCIONALES GUZMAN,ABARROTERA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
DULCES Y GOLOSINAS,LAS SERPENTINAS DE TAMARINDO DE LA MARCA DUIMICH SI CUMPLEN CON LA NOM Y LA LFPC,INSTITUCIONALES GUZMAN,ABARROTERA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,LAS MEDIAS CREMAS DE LA MARCA NESTLE SI CUMPLEN CON LA NOM Y LA LFPC,INSTITUCIONALES GUZMAN,ABARROTERA,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,LOS TE HELADOS NARANJA TEA DE 500 ML SI CUMPLEN CON LA LA NOM Y LA LFPC,MINI SUPER SAN JOSE,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,   LOS YOGURTS SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER SAN JOSE,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,LAS LECHES DE LA MARCA SANTA CLARA SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER SAN JOSE,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,LOS QUESOS ASADEROS LOS PIONEROS SI CUMPLEN   CON LA NOM Y LA LFPC,MINI SUPER SAN JOSE,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LECHE,LAS LECHES SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER JEISIS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
FRIJOLES,LOS FRIJOLES SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER JEISIS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
LEGUMBRES ENLATADAS,LAS LEGUMBREZ DE LA MARCA HERDEZ SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER JEISIS,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PAN,PAN BLANCO BIMBO DE 640 G SI CUMPLE CON LA NOM,SUPER SAN JOSE NUM. 2,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SARDINAS,SARDINA GUAYMEX DE 425 G SI CUMPLE CON LA NOM,SUPER SAN JOSE NUM. 2,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SALSA,SALSA VALENTINA DE 370 ML SI CUMPLE CON LA NOM,SUPER SAN JOSE NUM. 2,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
BEBIDAS,BEBIDA TE HELADO ARIZONA DE 680ML SI CUMPLE CON LA NOM,SUPER SAN JOSE NUM. 2,MINI SUPER,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS LACTEOS,LOS QUESOS DE LA MARCA PIONEROS SI CUMPLEN CON LA NOM Y LA LFPC,MINI SUPER EVELYN,ABARROTES,SONORA,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
